name,domain,linkedin_url,headquarters,location,description,primary_industry,size,revenue_range,revenue_currency,country,company_type,employee_count,revenue_usd_m,rank,category,write_idempotency_key
True Global,trueglobal.com,https://linkedin.com/company/true-global,"London, England, United Kingdom",Global,"True Global is a retail-focused company based in the United Kingdom. It specializes in providing innovative retail solutions and services, aiming to transform the shopping experience for consumers worldwide. The company is committed to leveraging technology and expertise to drive growth in the retail sector.",Retail Technology,201-500 employees,Under $10M,USD,United Kingdom,Private Company,200,0.0,463.0,Retail,ec0dcdb4a3612e25796dbfcdd3eeffde
Truebird,truebird.com,https://linkedin.com/company/truebird,"New York, NY, USA","New York, NY, USA","Truebird is a retail company specializing in innovative coffee solutions through compact, automated coffee machines. Their mission is to provide high-quality, barista-level coffee in convenient locations, catering to busy urban professionals. Truebird aims to revolutionize the coffee experience with sustainability and efficiency at its core.",Food & Beverage Retail,11-50 employees,Under $10M,USD,United States,Private Company,50,0.0,465.0,Retail,78e4ab7df91ef5062c1589bf29e90418
Trulieve Inc,trulieve.com,https://linkedin.com/company/trulieve,"Tallahassee, Florida, USA","Florida, USA","Trulieve Inc is a leading cannabis company specializing in the cultivation, production, and distribution of medical marijuana products. The company operates dispensaries across multiple states and is committed to providing high-quality, safe, and effective cannabis solutions to patients. Trulieve is recognized for its strong presence in the Florida market and its focus on innovation and customer service.",Cannabis Retail,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,8000,0.0,466.0,Retail,995c1ff5f83da2fc290fc51379a7aebc
Trust General Store & Cafe,trustgeneralstorecafe.com,https://linkedin.com/company/trust-general-store-cafe,"North Carolina, USA","North Carolina, USA","Trust General Store & Cafe is a retail establishment offering a combination of general store products and cafe services. Located in North Carolina, USA, it serves as a community hub providing quality goods and dining experiences in a welcoming environment.",Retail & Hospitality,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,467.0,Retail,0a5f025ffa56a94c3f7d9204ab2859c8
Turn 7,turn7.com,https://linkedin.com/company/turn-7,"Pennsylvania, USA","Pennsylvania, USA","Turn 7 is a retail company specializing in offering discounted products across various categories. Known for its value-driven approach, the company caters to budget-conscious consumers seeking quality goods at competitive prices.",Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,469.0,Retail,53fcdb504f434a22b165066b4f19ea5f
Tumi,tumi.com,https://linkedin.com/company/tumi,"South Plainfield, New Jersey, USA",Global,"Tumi is a premium brand specializing in high-quality luggage, travel accessories, and business bags. Known for its innovative designs and durable materials, Tumi caters to travelers and professionals seeking luxury and functionality. The company has a strong presence in the global retail market.",Fashion Retail,"501-1,000 employees",Under $10M,USD,United States,Private Company,1000,0.0,468.0,Retail,ec995147dec00594ff8a6af80573fe1e
"Tutoring & Research Paper Helpline, LLC",tutoringresearchhelpline.com,https://linkedin.com/company/tutoring-research-paper-helpline,"New York, NY, USA","New York, NY, USA","Tutoring & Research Paper Helpline, LLC provides academic support services, including tutoring and assistance with research papers, to students and professionals. The company focuses on delivering personalized educational solutions to enhance learning outcomes. It operates primarily in the education and academic services sector.",Education Services,11-50 employees,Under $10M,USD,United States,Private Company,25,0.0,470.0,CPG,8d24f6f3c807bc7a66500f59a7b75dce
"Trident Communication Technology, LLC",tridentcommunicationtech.com,https://linkedin.com/company/trident-communication-technology,"Boston, Massachusetts, USA","Boston, Massachusetts, USA","Trident Communication Technology, LLC specializes in providing innovative communication solutions for retail businesses. The company focuses on developing cutting-edge technologies to enhance customer engagement and streamline operations in the retail sector.",Retail Technology,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,471.0,Retail,635b733a6d2e1bf3c4ea0ecf0181a86b
Terpel Panama,terpel.com,https://linkedin.com/company/terpel,"Panama City, Panama, Panama",Panama,"Terpel Panama is a leading retail company specializing in the distribution and commercialization of fuel and lubricants. It operates a network of service stations and convenience stores, providing high-quality products and services to customers across Panama. The company is part of the larger Terpel Group, a prominent player in the energy sector in Latin America.",Fuel Retail,201-500 employees,Under $10M,USD,Panama,Private Company,500,0.0,472.0,Retail,f5b2bfed155270981630e8761a65a3e7
Terra Earth Inc,terraearth.com,https://linkedin.com/company/terra-earth-inc,"California, USA","California, USA","Terra Earth Inc is a retail company specializing in sustainable and eco-friendly products. They focus on providing environmentally conscious solutions to consumers, aiming to promote a greener lifestyle and reduce environmental impact.",Sustainable Retail,201-500 employees,Under $10M,USD,United States,Private Company,201,0.0,473.0,Retail,d5e4f174d8d6f6856ffc6133471d0531
"Tesla, Inc.",tesla.com,https://linkedin.com/company/tesla-motors,"Palo Alto, California, USA",Global,"Tesla, Inc. is a leading electric vehicle and clean energy company that designs, manufactures, and sells electric cars, battery energy storage systems, and solar products. Known for its innovation and market leadership, Tesla is revolutionizing the automotive and energy industries with sustainable solutions.",Automotive & Clean Energy,"10,001+ employees",Under $10M,USD,United States,Private Company,127000,0.0,474.0,Retail,b48dcf174b0a174797f79db451bb954c
QuickChek Corporation,quickchek.com,https://linkedin.com/company/quickchek,"Whitehouse Station, New Jersey, USA","New Jersey, USA","QuickChek Corporation is a convenience store chain offering fresh food, beverages, and fuel services. Known for its high-quality products and customer service, the company operates primarily in the northeastern United States, focusing on providing a quick and convenient shopping experience.",Convenience Retail,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,5000,0.0,475.0,Retail,e2d4643254218ff8002f0531de3f3192
Theory,theory.com,https://linkedin.com/company/theory,"New York, NY, USA","New York, NY, USA","Theory is a contemporary fashion brand known for its minimalist designs and high-quality clothing. The company specializes in modern workwear and casual apparel, catering to professionals and style-conscious individuals. It has established a strong presence in the retail and fashion industry.",Fashion Retail,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,476.0,Retail,3d99cfe490b1222670831c222c270ec3
Thomas Cuisine Management,thomascuisine.com,https://linkedin.com/company/thomas-cuisine-management,"Boise, Idaho, USA",USA,"Thomas Cuisine Management is a food service management company specializing in providing customized dining solutions for healthcare, corporate, and senior living facilities. Known for its focus on fresh, wholesome ingredients and exceptional customer service, the company aims to deliver high-quality meals tailored to client needs.",Food Service Management,201-500 employees,Under $10M,USD,United States,Private Company,500,0.0,477.0,Retail,0c996dc0f76e82b390c96a8a0b21fdda
Thrift Books LLC,thriftbooks.com,https://linkedin.com/company/thriftbooks,"Seattle, Washington, USA","Seattle, Washington, USA","Thrift Books LLC is a leading online retailer specializing in used books. The company offers a wide selection of affordable books across various genres, promoting sustainability through book recycling and resale. With a strong online presence, Thrift Books serves customers globally and is recognized for its commitment to making books accessible to everyone.",E-commerce,"501-1,000 employees",Under $10M,USD,United States,Private Company,900,0.0,478.0,Retail,b34f2264962ef3c33f8d4e3539f773de
Tiendas Castellanas,tiendascastellanas.com,https://linkedin.com/company/tiendas-castellanas,"Buenos Aires, Argentina",Argentina,"Tiendas Castellanas is a retail company based in Argentina, specializing in providing a wide range of consumer goods to local markets. Known for its commitment to quality and customer service, the company serves as a trusted name in the retail industry within the region.",Retail,"501-1,000 employees",Under $10M,USD,Argentina,Private Company,501,0.0,479.0,Retail,5f215696bf0b1436b77f5a7ead6627b6
TileBar,tilebar.com,https://linkedin.com/company/tilebar,"New York, NY, USA","New York, NY, USA","TileBar is a leading retailer specializing in high-quality tiles and flooring solutions. The company offers a wide range of innovative designs and materials catering to residential and commercial markets. Known for its exceptional customer service and competitive pricing, TileBar has established itself as a trusted name in the industry.",Home Improvement Retail,201-500 employees,Under $10M,USD,United States,Private Company,201,0.0,480.0,Retail,288bfd788e9c457773ef0e74e4a82a71
Tiles in Style,tilesinstyle.com,https://linkedin.com/company/tiles-in-style,"Chicago, IL, USA","Chicago, IL, USA","Tiles in Style is a retail company specializing in high-quality tiles and flooring solutions. They cater to residential and commercial clients, offering a wide range of stylish and durable products. Known for their customer-centric approach, they aim to enhance interior and exterior spaces with innovative designs.",Home Improvement Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,481.0,Retail,b84aaf5acaee473b4be482602726c45a
Tilly's Clothing & Shoes,tillys.com,https://linkedin.com/company/tillys,"Irvine, California, USA",United States,"Tilly's is a leading specialty retailer offering a wide selection of casual apparel, footwear, and accessories for young men, women, and kids. Known for its focus on surf, skate, and lifestyle brands, Tilly's operates both online and through its network of retail stores across the United States.",Fashion Retail,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,5000,0.0,482.0,Retail,988e532418da1a93f5d1bd7906884944
